Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
1649.0220980441961,25.093345186690375,9.713843027686057,5.506273812547626,65490,287.5087,0.8238,0.9913,0.6994,0.8359,1.7641,0.7518,Çerçevelik
2251.5875031750065,29.895758191516386,11.806614173228347,6.193002286004573,89630,335.9558,0.8514,0.989,0.7373,0.8041,1.9064,0.7228,Çerçevelik
2599.3395986791975,31.52148844297689,12.45975615951232,6.774622809245619,103286,360.9685,0.8393,0.9908,0.7306,0.835,1.8392,0.7359,Çerçevelik
1640.9448818897638,25.406350012700027,10.261148082296165,5.189707899415799,65208,286.8037,0.8627,0.9907,0.6531,0.8114,1.9772,0.7099,Çerçevelik
1811.3030226060453,26.32306324612649,10.431148082296165,5.643726187452375,72149,301.3237,0.841,0.9884,0.7392,0.8344,1.8483,0.7337,Çerçevelik
2214.3510287020576,28.8753365506731,11.308884937769877,6.367035814071628,88092,333.1663,0.8264,0.9896,0.7067,0.8477,1.7762,0.7483,Çerçevelik
2206.477012954026,29.588138176276356,11.79462280924562,6.068630937261875,87821,332.5734,0.8575,0.9892,0.6679,0.8045,1.9435,0.7162,Çerçevelik
1957.4041148082297,28.17216154432309,11.486985013970028,5.534434848869698,77806,313.2406,0.8763,0.9905,0.6162,0.7872,2.0755,0.6926,Çerçevelik
1892.8625857251716,27.697663195326395,11.168486156972316,5.518816357632716,75450,308.033,0.8694,0.9877,0.7199,0.7875,2.0237,0.7005,Çerçevelik
1639.3954787909577,24.378308356616714,9.254597409194819,5.759352298704598,65140,286.6683,0.7828,0.9908,0.703,0.8805,1.6069,0.7868,Çerçevelik
2434.1376682753366,31.222733045466093,12.725981711963426,6.198249936499874,96696,349.3095,0.8734,0.9911,0.7319,0.797,2.0532,0.6972,Çerçevelik
1742.6212852425706,25.50233680467361,9.800967741935485,5.783723647447295,69396,295.5557,0.8073,0.9886,0.7031,0.8552,1.6946,0.766,Çerçevelik
2008.4074168148338,27.680086360172723,10.72754381508763,6.114401828803658,80002,317.2953,0.8217,0.9884,0.6704,0.8367,1.7545,0.7513,Çerçevelik
1795.0977901955805,26.81297942595885,10.768031496062994,5.4191643383286765,71608,299.9728,0.8641,0.9869,0.6568,0.797,1.987,0.7076,Çerçevelik
1765.7353314706631,26.91231902463805,10.917975615951233,5.253365506731013,70493,297.5093,0.8766,0.9862,0.6623,0.7782,2.0783,0.6921,Çerçevelik
1694.234188468377,26.150952501905007,10.690805181610363,5.159225298450597,67399,291.4234,0.8758,0.9897,0.7126,0.7908,2.0722,0.6924,Çerçevelik
2003.3020066040133,27.458547117094234,10.923108966217933,5.948605537211074,79424,316.8918,0.8387,0.993,0.7121,0.8481,1.8362,0.7369,Çerçevelik
1868.1737363474729,27.33403606807214,11.090873761747524,5.4648666497333,74475,306.0176,0.8702,0.9876,0.7462,0.7981,2.0295,0.7008,Çerçevelik
1785.2425704851412,26.38996697993396,10.091430022860047,5.767937515875032,71505,299.1482,0.8206,0.9829,0.6928,0.8182,1.7496,0.753,Çerçevelik
1733.3756667513337,25.685699771399545,10.27240030480061,5.469494538989078,68741,294.7706,0.8465,0.9928,0.7461,0.8386,1.8781,0.7289,Çerçevelik
1646.2026924053848,24.495250190500382,9.141450342900686,5.845585471170943,65426,287.2628,0.7688,0.9906,0.7619,0.8757,1.5638,0.7982,Çerçevelik
2600.381000762002,31.253263906527817,12.125328930657862,6.965641351282703,103258,361.0408,0.8185,0.9915,0.7364,0.8497,1.7407,0.7563,Çerçevelik
2321.183642367285,30.238455676911357,12.332984505969012,6.15004572009144,92490,341.1085,0.8668,0.9881,0.7227,0.8103,2.0053,0.7025,Çerçevelik
1783.6423672847347,26.042240284480567,10.213868427736855,5.666672593345187,70779,299.0141,0.832,0.9921,0.699,0.8395,1.8024,0.7436,Çerçevelik
2183.032766065532,28.480187960375925,10.689591059182119,6.6475158750317505,87047,330.8018,0.7831,0.9874,0.7354,0.8591,1.6081,0.786,Çerçevelik
2385.674371348743,29.781305562611127,11.443693167386336,6.762146304292609,94692,345.8146,0.8067,0.9919,0.7296,0.8586,1.6923,0.7676,Çerçevelik
1923.0378460756922,26.505613411226825,10.045999491998986,6.211635763271527,76522,310.4786,0.7859,0.9894,0.7412,0.8737,1.6173,0.785,Çerçevelik
1863.9065278130558,25.875234950469903,9.882011684023368,6.112964185928372,73955,305.6679,0.7857,0.9923,0.7564,0.8886,1.6166,0.7857,Çerçevelik
2462.1539243078487,30.528244856489714,11.417762255524512,7.0158420116840245,98071,351.3139,0.7889,0.9884,0.7057,0.8432,1.6274,0.7815,Çerçevelik
1832.3088646177293,26.6243078486157,10.466489712979426,5.6862687325374655,72927,303.0659,0.8395,0.9892,0.6954,0.8251,1.8407,0.7355,Çerçevelik
2086.1569723139446,29.112522225044454,11.704584709169419,5.809657099314199,83126,323.3786,0.8681,0.988,0.6391,0.7857,2.0147,0.7018,Çerçevelik
1938.6588773177548,27.332131064262132,10.675397510795023,5.903710947421895,77189,311.7371,0.8332,0.9888,0.7328,0.8283,1.8083,0.7417,Çerçevelik
1973.3553467106935,27.423545847091695,10.480985521971045,6.119621539243079,78673,314.5143,0.8118,0.9875,0.6841,0.8375,1.7127,0.7622,Çerçevelik
2090.5765811531624,26.901447802895603,9.92009398018796,6.830271780543562,82826,323.721,0.7252,0.9937,0.7279,0.9221,1.4524,0.8289,Çerçevelik
1696.4439928879858,25.838963677927357,10.29497078994158,5.345623571247143,67514,291.6134,0.8546,0.9893,0.737,0.811,1.9259,0.7195,Çerçevelik
2035.4838709677422,28.553314706629415,11.543388366776734,5.718272796545594,80936,319.427,0.8687,0.9901,0.6586,0.7969,2.0187,0.7029,Çerçevelik
1779.0449580899162,25.851714503429008,9.978999237998476,5.847980695961392,70789,298.6285,0.8103,0.9894,0.7297,0.8497,1.7064,0.7601,Çerçevelik
2159.99491998984,28.70878841757684,11.016824993649987,6.371907543815088,85907,329.0517,0.8158,0.9899,0.6958,0.8365,1.729,0.7587,Çerçevelik
2500.4064008128016,31.7247650495301,12.433698247396496,6.545283210566421,99561,354.0324,0.8502,0.9888,0.6871,0.793,1.8996,0.7232,Çerçevelik
2318.5674371348746,29.744754889509778,10.8647015494031,6.939276098552197,93122,340.9162,0.7695,0.9802,0.7115,0.8365,1.5657,0.797,Çerçevelik
1862.9921259842522,27.339090678181357,10.63725679451359,5.705509271018543,74449,305.5929,0.844,0.9852,0.6416,0.7956,1.8644,0.7297,Çerçevelik
2269.0373380746764,30.472669545339095,11.988252476504954,6.134559309118618,90457,337.2551,0.8592,0.9876,0.7539,0.7799,1.9542,0.7146,Çerçevelik
1906.0198120396242,28.943484886969777,11.4248158496317,5.48488188976378,76482,309.1018,0.8772,0.9811,0.5964,0.7262,2.083,0.6872,Çerçevelik
1994.716789433579,28.545821691643383,10.991021082042165,5.8980060960121925,79455,316.212,0.8438,0.9884,0.6983,0.7813,1.8635,0.7308,Çerçevelik
2443.764287528575,29.700381000762004,10.635621031242064,7.454714249428499,97138,349.9995,0.7132,0.9905,0.7516,0.8843,1.4267,0.8359,Çerçevelik
2009.194818389637,28.455930911861824,10.944119888239777,5.955412750825502,79999,317.3575,0.839,0.9888,0.6653,0.792,1.8377,0.7366,Çerçevelik
2055.3721107442216,29.759994919989843,10.095237490474982,6.663700787401575,82943,320.9837,0.7512,0.9756,0.7258,0.7407,1.515,0.8076,Çerçevelik
1660.8077216154434,25.85684531369063,9.88760731521463,5.51254000508001,66640,288.5343,0.8302,0.9812,0.7471,0.7929,1.7937,0.7412,Çerçevelik
2357.53111506223,31.236703073406147,12.010873761747526,6.401765303530607,93938,343.7688,0.8461,0.9881,0.7131,0.7712,1.8762,0.727,Çerçevelik
2258.1407162814326,30.697358394716794,12.093319786639574,6.070810261620523,89984,336.4444,0.8649,0.988,0.6839,0.7649,1.992,0.7066,Çerçevelik
1903.962407924816,26.910896621793245,10.1598348996698,6.087045974091948,75668,308.9349,0.8007,0.9906,0.7352,0.8392,1.6691,0.7724,Çerçevelik
1527.6860553721108,23.843053086106174,9.08229362458725,5.451303022606045,60824,276.7291,0.7998,0.9888,0.6804,0.8577,1.6661,0.7739,Çerçevelik
2388.0873761747525,30.86449072898146,11.958732537465075,6.4926619253238504,95889,345.9895,0.8398,0.9805,0.7501,0.8002,1.8419,0.7349,Çerçevelik
1819.227838455677,27.595935991871986,10.964274828549657,5.443677927355855,72709,301.9822,0.868,0.9851,0.7259,0.7625,2.0141,0.6996,Çerçevelik
1741.8084836169674,25.730607061214123,9.553416306832615,5.932997205994412,69321,295.4867,0.7838,0.9892,0.6983,0.8397,1.6102,0.7856,Çerçevelik
2236.144272288545,29.04368808737618,10.896268732537466,6.658602997205995,88881,334.8017,0.7916,0.9905,0.7283,0.8461,1.6364,0.7804,Çerçevelik
1948.4124968249937,27.600762001524007,10.844081788163578,5.840269240538482,77379,312.5203,0.8426,0.9913,0.7341,0.8164,1.8568,0.732,Çerçevelik
1912.8016256032513,27.427279654559307,10.706337312674627,5.799255778511557,76138,309.6512,0.8406,0.9891,0.6739,0.8116,1.8462,0.7346,Çerçevelik
2066.471932943866,27.74610109220219,10.445786131572264,6.420167640335281,82145,321.8493,0.7888,0.9904,0.7379,0.8568,1.627,0.7826,Çerçevelik
1580.1625603251207,24.610134620269243,9.373761747523496,5.476951993903988,63090,281.4418,0.8115,0.9861,0.718,0.8328,1.7115,0.7626,Çerçevelik
1733.9344678689358,26.288265176530356,10.209418338836677,5.528265176530353,69242,294.8181,0.8407,0.9859,0.7319,0.8009,1.8468,0.7335,Çerçevelik
2035.8140716281434,28.713309626619253,11.375316230632462,5.80987553975108,80928,319.4529,0.8597,0.9904,0.6395,0.7882,1.9579,0.7133,Çerçevelik
2083.5915671831344,28.151409702819404,10.919220218440438,6.179687579375159,82716,323.1797,0.8244,0.9917,0.7016,0.8392,1.767,0.7518,Çerçevelik
1505.181610363221,23.65666751333503,9.090398780797562,5.386101092202185,59858,274.6833,0.8056,0.99,0.725,0.8585,1.6878,0.7675,Çerçevelik
2119.532639065278,30.328625857251716,12.233883667767337,5.625935991871984,84624,325.9551,0.888,0.9861,0.6899,0.7355,2.1746,0.6767,Çerçevelik
2050.3429006858014,28.03924307848616,10.841414782829567,6.132763525527052,81479,320.5908,0.8246,0.9907,0.6708,0.8324,1.7678,0.7511,Çerçevelik
1627.45745491491,26.24460248920498,10.291168402336805,5.26242316484633,67150,285.6226,0.8594,0.9542,0.6974,0.7542,1.9556,0.705,Çerçevelik
1700.990601981204,25.970764541529086,10.126598933197867,5.452235204470409,67989,292.0039,0.8427,0.985,0.6592,0.805,1.8573,0.7324,Çerçevelik
1689.6875793751587,25.983870967741936,10.294526289052579,5.338064516129033,67228,291.0322,0.8551,0.9895,0.7516,0.7988,1.9285,0.7181,Çerçevelik
2568.5547371094744,31.893472186944376,12.241348742697486,6.889621539243079,103164,358.8246,0.8266,0.9802,0.6526,0.806,1.7768,0.7445,Çerçevelik
2010.3886207772416,28.33289306578613,11.07491490982982,5.902702565405131,80168,317.4518,0.8461,0.9873,0.6435,0.7994,1.8762,0.7281,Çerçevelik
1816.5354330708662,26.714554229108458,10.195636271272543,5.78480568961138,72424,301.7586,0.8235,0.9875,0.7208,0.8124,1.7625,0.7518,Çerçevelik
1749.0474980949964,26.107035814071633,9.70733807467615,5.894640589281179,69990,296.1001,0.7945,0.9839,0.7225,0.8191,1.6468,0.7748,Çerçevelik
2229.514859029718,30.01463042926086,12.07708915417831,5.989034798069596,88795,334.3051,0.8684,0.9885,0.751,0.7899,2.0165,0.7031,Çerçevelik
2341.249682499365,30.67701295402591,12.330017780035561,6.171760223520447,93233,342.5797,0.8657,0.9887,0.7177,0.7941,1.9978,0.7057,Çerçevelik
1854.6609093218187,26.83388366776734,10.146624333248667,5.9321590043180095,74076,304.9088,0.8113,0.9857,0.6672,0.8221,1.7104,0.7633,Çerçevelik
1770.8407416814835,27.093853187706376,10.619075438150876,5.438831597663196,70945,297.9391,0.8589,0.9827,0.7221,0.77,1.9525,0.7126,Çerçevelik
1436.6522733045467,22.925831851663705,8.6948285496571,5.354315468630937,57075,268.3574,0.7879,0.991,0.7351,0.8725,1.6239,0.7839,Çerçevelik
2041.5290830581662,28.253975107950215,11.006873253746509,6.056957073914148,81364,319.901,0.835,0.9878,0.6576,0.8163,1.8172,0.7382,Çerçevelik
1708.3566167132335,26.250571501143,10.485059690119382,5.2912750825501655,68108,292.6355,0.8633,0.9875,0.644,0.7913,1.9816,0.7089,Çerçevelik
1882.2453644907291,27.117195834391673,10.20709677419355,6.0268249936499885,75071,307.1679,0.8071,0.9871,0.7378,0.817,1.6936,0.7644,Çerçevelik
2075.0317500635,28.41889763779528,11.246431292862587,5.9902870205740415,82443,322.5152,0.8463,0.9909,0.6411,0.8201,1.8774,0.7284,Çerçevelik
1589.6367792735587,25.83683007366015,8.765450850901702,5.938724917449836,64781,282.2843,0.7355,0.9661,0.7357,0.7601,1.476,0.818,Çerçevelik
1782.44856489713,26.15994411988824,9.928044196088393,5.828991617983236,70940,298.914,0.8095,0.9892,0.7329,0.8314,1.7032,0.7647,Çerçevelik
2428.448056896114,30.914706629413264,12.073368046736094,6.545684531369063,96740,348.901,0.8403,0.9883,0.696,0.811,1.8445,0.734,Çerçevelik
2517.5260350520703,31.627889255778516,12.0344221488443,6.818996697993397,100258,355.2424,0.824,0.9886,0.7203,0.8033,1.7648,0.7498,Çerçevelik
1844.3992887985778,27.370764541529084,10.485570231140462,5.7433680467360935,73913,304.0642,0.8366,0.9824,0.6982,0.7858,1.8257,0.7366,Çerçevelik
2147.167894335789,29.230403860807723,11.368554737109475,6.127091694183389,85376,328.0732,0.8423,0.9901,0.7432,0.8021,1.8555,0.733,Çerçevelik
2048.717297434595,28.83228346456693,11.215872491744983,5.917139954279909,81631,320.4637,0.8495,0.9881,0.7535,0.7866,1.8955,0.7257,Çerçevelik
2090.5765811531624,28.358242316484635,10.433081026162053,6.508628397256795,83372,323.721,0.7815,0.9872,0.7325,0.8298,1.603,0.7881,Çerçevelik
2002.7940055880113,28.130480060960124,10.218704597409197,6.406370332740665,79870,316.8516,0.7791,0.9872,0.7338,0.8078,1.5951,0.7876,Çerçevelik
2113.766827533655,28.017983235966472,10.473375666751334,6.54485648971298,84013,325.5115,0.7807,0.9905,0.7238,0.8595,1.6002,0.7894,Çerçevelik
1717.7800355600712,26.49631699263399,10.018064516129034,5.5804546609093215,69144,293.4415,0.8305,0.9781,0.697,0.781,1.7952,0.744,Çerçevelik
2531.242062484125,31.220701041402087,12.126987553975109,6.775722631445263,100495,356.2088,0.8293,0.9916,0.6881,0.8289,1.7898,0.7461,Çerçevelik
2415.976631953264,30.616433832867667,12.136616713233428,6.460104140208281,95970,348.0039,0.8466,0.9911,0.7582,0.8227,1.8787,0.7283,Çerçevelik
2503.5560071120144,31.964693929387863,12.800007620015242,6.347787655575312,99461,354.2554,0.8684,0.991,0.7102,0.7821,2.0165,0.703,Çerçevelik
1577.47015494031,25.142900685801372,10.026304292608586,5.151203962407925,62653,281.202,0.8579,0.9913,0.6651,0.7965,1.9464,0.7124,Çerçevelik
1822.6314452628906,25.964033528067056,10.010429260858523,5.911630683261367,72386,302.2645,0.807,0.9913,0.6877,0.863,1.6933,0.767,Çerçevelik
1840.4114808229617,25.818923037846076,9.673571247142496,6.161569723139446,73000,303.7353,0.7709,0.9926,0.7295,0.8812,1.57,0.7975,Çerçevelik
2222.0980441960887,29.138303276606553,11.138745237490475,6.506129032258065,88362,333.7485,0.8117,0.9901,0.7197,0.8354,1.712,0.7611,Çerçevelik
2333.3756667513335,29.06121412242825,10.879517399034798,6.9609017018034045,92776,342.0031,0.7685,0.9902,0.7189,0.8819,1.5629,0.7985,Çerçevelik
1936.982473964948,27.822783845567695,10.967696215392431,5.756822453644907,77235,311.6023,0.8512,0.9874,0.7093,0.7987,1.9052,0.7216,Çerçevelik
1786.487172974346,26.033756667513337,10.045715011430023,5.781348742697486,71376,299.2525,0.8178,0.9854,0.7509,0.8413,1.7376,0.7566,Çerçevelik
1760.4521209042418,25.762611125222254,10.122847345694693,5.644549149098299,69841,297.0639,0.8301,0.9924,0.6751,0.8466,1.7934,0.7454,Çerçevelik
2460.147320294641,30.688595377190758,11.626870713741429,6.888618237236475,98253,351.1707,0.8056,0.9858,0.7021,0.8338,1.6878,0.7672,Çerçevelik
2724.0030480060964,31.489839979679964,12.05991363982728,7.329779019558039,108061,369.5231,0.7941,0.9924,0.7399,0.8768,1.6453,0.7783,Çerçevelik
1987.5539751079502,27.998196596393193,11.252136144272288,5.733063246126493,78959,315.6438,0.8605,0.991,0.7479,0.8093,1.9627,0.7125,Çerçevelik
1995.707391414783,29.06504953009906,10.72234950469901,6.075364490728981,80655,316.2905,0.824,0.9742,0.6673,0.754,1.7649,0.7493,Çerçevelik
2071.297942595885,28.444145288290578,11.227175514351028,6.014079248158497,82559,322.2249,0.8444,0.9877,0.626,0.8171,1.8668,0.729,Çerçevelik
2387.223774447549,31.288366776733557,12.33728727457455,6.3247218694437395,95250,345.9269,0.8586,0.9867,0.6118,0.7783,1.9506,0.7122,Çerçevelik
1987.4015748031497,27.04655829311659,10.209425958851918,6.328376936753874,78950,315.6317,0.7847,0.9911,0.7214,0.8672,1.6133,0.7853,Çerçevelik
1846.1772923545848,26.963703327406655,10.680386080772163,5.622976885953772,73535,304.2107,0.8502,0.9884,0.728,0.8105,1.8994,0.7235,Çerçevelik
1774.2443484886971,26.031140462280927,10.400586741173482,5.53985013970028,70369,298.2253,0.8463,0.9927,0.6654,0.8357,1.8774,0.7283,Çerçevelik
2285.394970789942,29.743764287528574,11.860505461010924,6.26761239522479,91107,338.4686,0.849,0.9876,0.7075,0.8245,1.8923,0.7249,Çerçevelik
1778.5877571755145,25.99451358902718,9.953175006350014,5.84226822453645,70867,298.5901,0.8096,0.9881,0.7276,0.8401,1.7036,0.762,Çerçevelik
